id,pais,pais_code,numero,nome,posicao
ARG20,Argentina 🇦🇷,ARG,20,Alexis Mac Allister,M
ARG21,Argentina 🇦🇷,ARG,21,Jose Manuel Lopez,A
ARG22,Argentina 🇦🇷,ARG,22,Lautaro Martínez,A
ARG23,Argentina 🇦🇷,ARG,23,Emiliano Martínez,G
ARG24,Argentina 🇦🇷,ARG,24,Enzo Fernandez,M
ARG25,Argentina 🇦🇷,ARG,25,Facundo Medina,D
ARG26,Argentina 🇦🇷,ARG,26,Nahuel Molina,D
ALG01,Argélia 🇩🇿,ALG,1,Melvin Mastil,G
ALG02,Argélia 🇩🇿,ALG,2,Aissa Mandi,D
ALG03,Argélia 🇩🇿,ALG,3,Achref Abada,D
ALG04,Argélia 🇩🇿,ALG,4,Mohamed Amine Tougai,D
ALG05,Argélia 🇩🇿,ALG,5,Zineddine Belaid,D
ALG06,Argélia 🇩🇿,ALG,6,Ramiz Zerrouki,M
ALG07,Argélia 🇩🇿,ALG,7,Riyad Mahrez,A
ALG08,Argélia 🇩🇿,ALG,8,Houssem Aouar,M
ALG09,Argélia 🇩🇿,ALG,9,Amine Gouiri,A
ALG10,Argélia 🇩🇿,ALG,10,Fares Chaibi,M
ALG11,Argélia 🇩🇿,ALG,11,Anis Hadj Moussa,A
ALG12,Argélia 🇩🇿,ALG,12,Nadhir Benbouali,A
ALG13,Argélia 🇩🇿,ALG,13,Jaouen Hadjam,D
ALG14,Argélia 🇩🇿,ALG,14,Hicham Boudaoui,M
ALG15,Argélia 🇩🇿,ALG,15,Rayan Ait-Nouri,D
ALG16,Argélia 🇩🇿,ALG,16,Oussama Benbot,G
ALG17,Argélia 🇩🇿,ALG,17,Rafik Belghali,D
ALG18,Argélia 🇩🇿,ALG,18,Mohamed Amoura,A
ALG19,Argélia 🇩🇿,ALG,19,Nabil Bentaleb,M
ALG20,Argélia 🇩🇿,ALG,20,Adil Boulbina,A
ALG21,Argélia 🇩🇿,ALG,21,Ramy Bensebaini,D
ALG22,Argélia 🇩🇿,ALG,22,Ibrahim Maza,M
ALG23,Argélia 🇩🇿,ALG,23,Luca Zidane,G
ALG24,Argélia 🇩🇿,ALG,24,Yassine Titraoui,M
ALG25,Argélia 🇩🇿,ALG,25,Fares Ghedjemis,A
ALG26,Argélia 🇩🇿,ALG,26,Samir Chergui,D
AUT01,Áustria 🇦🇹,AUT,1,Alexander Schlager,G
AUT02,Áustria 🇦🇹,AUT,2,David Affengruiber,D
AUT03,Áustria 🇦🇹,AUT,3,Kevin Danso,D
AUT04,Áustria 🇦🇹,AUT,4,Xaver Schlager,M
AUT05,Áustria 🇦🇹,AUT,5,Stefan Posch,D
AUT06,Áustria 🇦🇹,AUT,6,Nicolas Seiwald,M
AUT07,Áustria 🇦🇹,AUT,7,Marko Arnautovic,A
AUT08,Áustria 🇦🇹,AUT,8,David Alaba,D
AUT09,Áustria 🇦🇹,AUT,9,Marcel Sabitzer,M
AUT10,Áustria 🇦🇹,AUT,10,Florian Grillitsch,M
AUT11,Áustria 🇦🇹,AUT,11,Michael Gregoritsch,A
AUT12,Áustria 🇦🇹,AUT,12,Florian Wiegele,G
AUT13,Áustria 🇦🇹,AUT,13,Patrick Pentz,G
AUT14,Áustria 🇦🇹,AUT,14,Sasa Kalajdzic,A
AUT15,Áustria 🇦🇹,AUT,15,Philipp Lienhart,D
AUT16,Áustria 🇦🇹,AUT,16,Phillip Mwene,D
AUT17,Áustria 🇦🇹,AUT,17,Carney Chukwuemeka,M
AUT18,Áustria 🇦🇹,AUT,18,Romano Schmid,M
AUT19,Áustria 🇦🇹,AUT,19,Dejan Ljubicic,M
AUT20,Áustria 🇦🇹,AUT,20,Konrad Laimer,M
AUT21,Áustria 🇦🇹,AUT,21,Patrick Wimmer,A
AUT22,Áustria 🇦🇹,AUT,22,Alexander Prass,M
AUT23,Áustria 🇦🇹,AUT,23,Marco Friedl,D
AUT24,Áustria 🇦🇹,AUT,24,Paul Wanner,M
AUT25,Áustria 🇦🇹,AUT,25,Michael Svoboda,D
AUT26,Áustria 🇦🇹,AUT,26,Alessandro Schoepf,M
JOR01,Jordânia 🇯🇴,JOR,1,Yazeed Abulaila,G
JOR02,Jordânia 🇯🇴,JOR,2,Mohammad Abuhasheesh,D
JOR03,Jordânia 🇯🇴,JOR,3,Abdallah Nasib,D
JOR04,Jordânia 🇯🇴,JOR,4,Husam Abudahab,D
JOR05,Jordânia 🇯🇴,JOR,5,Yazan Alarab,D
JOR06,Jordânia 🇯🇴,JOR,6,Amer Jamous,M
JOR07,Jordânia 🇯🇴,JOR,7,Mohammad Abuzraiq,A
JOR08,Jordânia 🇯🇴,JOR,8,Noor Alrawabdeh,M
JOR09,Jordânia 🇯🇴,JOR,9,Ali Olwan,A
JOR10,Jordânia 🇯🇴,JOR,10,Mousa Altamari,A
JOR11,Jordânia 🇯🇴,JOR,11,Odeh Fakhoury,A
JOR12,Jordânia 🇯🇴,JOR,12,Nour Baniateyah,G
JOR13,Jordânia 🇯🇴,JOR,13,Mahmoud Almardi,A
JOR14,Jordânia 🇯🇴,JOR,14,Rajaei Ayed,M
JOR15,Jordânia 🇯🇴,JOR,15,Ibrahim Sadeh,M
JOR16,Jordânia 🇯🇴,JOR,16,Mohammad Abualnadi,D
JOR17,Jordânia 🇯🇴,JOR,17,Saleem Obaid,D
JOR18,Jordânia 🇯🇴,JOR,18,Mohammad Abughoush,M
JOR19,Jordânia 🇯🇴,JOR,19,Saed Alrosan,D
JOR20,Jordânia 🇯🇴,JOR,20,Mohannad Abutaha,M
JOR21,Jordânia 🇯🇴,JOR,21,Nizar Alrashdan,M
JOR22,Jordânia 🇯🇴,JOR,22,Abdallah Alfakhori,G
JOR23,Jordânia 🇯🇴,JOR,23,Ehsan Haddad,D
JOR24,Jordânia 🇯🇴,JOR,24,Ali Azaizeh,A
JOR25,Jordânia 🇯🇴,JOR,25,Mohammad Aldaoud,M
JOR26,Jordânia 🇯🇴,JOR,26,Anas Badawi,D
POR01,Portugal 🇵🇹,POR,1,Diogo Costa,G
POR02,Portugal 🇵🇹,POR,2,Nelson Semedo,D
POR03,Portugal 🇵🇹,POR,3,Ruben Dias,D
POR04,Portugal 🇵🇹,POR,4,Tomas Araujo,D
POR05,Portugal 🇵🇹,POR,5,Diogo Dalot,D
POR06,Portugal 🇵🇹,POR,6,Matheus Nunes,M
POR07,Portugal 🇵🇹,POR,7,Cristiano Ronaldo,A
POR08,Portugal 🇵🇹,POR,8,Bruno Fernandes,M
POR09,Portugal 🇵🇹,POR,9,Gonçalo Ramos,A
POR10,Portugal 🇵🇹,POR,10,Bernardo Silva,M
POR11,Portugal 🇵🇹,POR,11,João Felix,A
POR12,Portugal 🇵🇹,POR,12,Jose Sá,G
POR13,Portugal 🇵🇹,POR,13,Renato Veiga,D
POR14,Portugal 🇵🇹,POR,14,Gonçalo Inácio,D
POR15,Portugal 🇵🇹,POR,15,João Neves,M
POR16,Portugal 🇵🇹,POR,16,Francisco Trincão,A
POR17,Portugal 🇵🇹,POR,17,Rafael Leão,A
POR18,Portugal 🇵🇹,POR,18,Pedro Neto,A
POR19,Portugal 🇵🇹,POR,19,Gonçalo Guedes,A
POR20,Portugal 🇵🇹,POR,20,João Cancelo,D
POR21,Portugal 🇵🇹,POR,21,Ruben Neves,M
POR22,Portugal 🇵🇹,POR,22,Rui Silva,G
POR23,Portugal 🇵🇹,POR,23,Vitinha,M
POR24,Portugal 🇵🇹,POR,24,Samu Costa,D
POR25,Portugal 🇵🇹,POR,25,Nuno Mendes,D
POR26,Portugal 🇵🇹,POR,26,Francisco Conceição,A
CNG01,RD Congo 🇨🇩,CNG,1,Lionel Mpasi,G
CNG02,RD Congo 🇨🇩,CNG,2,Aaron Wan-Bissaka,D
CNG03,RD Congo 🇨🇩,CNG,3,Steve Kapuadi,D
CNG04,RD Congo 🇨🇩,CNG,4,Axel Tuanzebe,D
CNG05,RD Congo 🇨🇩,CNG,5,Dylan Batubinsika,D
CNG06,RD Congo 🇨🇩,CNG,6,Ngalayel Mukau,M
CNG07,RD Congo 🇨🇩,CNG,7,Nathanael Mbuku,M
CNG08,RD Congo 🇨🇩,CNG,8,Samuel Moutoussamy,M
CNG09,RD Congo 🇨🇩,CNG,9,Brian Cipenga,A
CNG10,RD Congo 🇨🇩,CNG,10,Theo Bongonda,M
CNG11,RD Congo 🇨🇩,CNG,11,Gael Kakuta,A
CNG12,RD Congo 🇨🇩,CNG,12,Joris Kayembe,D
CNG13,RD Congo 🇨🇩,CNG,13,Meschack Elia,A
CNG14,RD Congo 🇨🇩,CNG,14,Noah Sadiki,M
CNG15,RD Congo 🇨🇩,CNG,15,Aaron Tshibola,M
CNG16,RD Congo 🇨🇩,CNG,16,Timothy Fayulu,G
CNG17,RD Congo 🇨🇩,CNG,17,Cedric Bakambu,A
CNG18,RD Congo 🇨🇩,CNG,18,Charles Pickel,M
CNG19,RD Congo 🇨🇩,CNG,19,Fiston Mayele,A
CNG20,RD Congo 🇨🇩,CNG,20,Yoane Wissa,A
CNG21,RD Congo 🇨🇩,CNG,21,Matthieu Epolo,G
CNG22,RD Congo 🇨🇩,CNG,22,Chancel Mbemba,D
CNG23,RD Congo 🇨🇩,CNG,23,Simon Banza,A
CNG24,RD Congo 🇨🇩,CNG,24,Gedeon Kalulu,D
CNG25,RD Congo 🇨🇩,CNG,25,Edo Kayembe,M
CNG26,RD Congo 🇨🇩,CNG,26,Arthur Masuaku,D
ING01,Inglaterra 🇬🇧,ING,1,Jordan Pickford,G
ING02,Inglaterra 🇬🇧,ING,2,Ezri Konsa,D
ING03,Inglaterra 🇬🇧,ING,3,Nico Oreilly,D
ING04,Inglaterra 🇬🇧,ING,4,Declan Rice,M
ING05,Inglaterra 🇬🇧,ING,5,John Stones,D
ING06,Inglaterra 🇬🇧,ING,6,Marc Guehi,D
ING07,Inglaterra 🇬🇧,ING,7,Bukayo Saka,A
ING08,Inglaterra 🇬🇧,ING,8,Elliot Anderson,M
ING09,Inglaterra 🇬🇧,ING,9,Harry Kane,A
ING10,Inglaterra 🇬🇧,ING,10,Jude Bellingham,M
ING11,Inglaterra 🇬🇧,ING,11,Marcus Rashford,A
ING12,Inglaterra 🇬🇧,ING,12,Trevoh Chalobah,D
ING13,Inglaterra 🇬🇧,ING,13,Dean Henderson,G
ING14,Inglaterra 🇬🇧,ING,14,Jordan Henderson,M
ING15,Inglaterra 🇬🇧,ING,15,Dan Burn,D
ING16,Inglaterra 🇬🇧,ING,16,Kobbie Mainoo,M
ING17,Inglaterra 🇬🇧,ING,17,Morgan Rogers,M
ING18,Inglaterra 🇬🇧,ING,18,Anthony Gordon,A
ING19,Inglaterra 🇬🇧,ING,19,Ollie Watkins,A
ING20,Inglaterra 🇬🇧,ING,20,Noni Madueke,A
ING21,Inglaterra 🇬🇧,ING,21,Eberechi Eze,M
ING22,Inglaterra 🇬🇧,ING,22,Ivan Toney,A
ING23,Inglaterra 🇬🇧,ING,23,James Trafford,G
ING24,Inglaterra 🇬🇧,ING,24,Reece James,D
ING25,Inglaterra 🇬🇧,ING,25,Djed Spence,D
ING26,Inglaterra 🇬🇧,ING,26,Jarell Quansah,D
CRO01,Croácia 🇭🇷,CRO,1,Dominik Livaković,G
CRO02,Croácia 🇭🇷,CRO,2,Josip Stanisic,D
CRO03,Croácia 🇭🇷,CRO,3,Marin Pongracic,D
CRO04,Croácia 🇭🇷,CRO,4,Josko Gvardiol,D
CRO05,Croácia 🇭🇷,CRO,5,Duje Caleta-Car,D
CRO06,Croácia 🇭🇷,CRO,6,Josip Sutalo,D
CRO07,Croácia 🇭🇷,CRO,7,Nikola Moro,M
CRO08,Croácia 🇭🇷,CRO,8,Mateo Kovacic,M
CRO09,Croácia 🇭🇷,CRO,9,Andrej Kramaric,A
CRO10,Croácia 🇭🇷,CRO,10,Luka Modrić,M
CRO11,Croácia 🇭🇷,CRO,11,Ante Budimir,A
CRO12,Croácia 🇭🇷,CRO,12,Ivor Pandur,G
CRO13,Croácia 🇭🇷,CRO,13,Nikola Vlasic,M
CRO14,Croácia 🇭🇷,CRO,14,Ivan Perisic,A
CRO15,Croácia 🇭🇷,CRO,15,Mario Pasalic,M
CRO16,Croácia 🇭🇷,CRO,16,Martin Baturina,M
CRO17,Croácia 🇭🇷,CRO,17,Petar Sucic,M
CRO18,Croácia 🇭🇷,CRO,18,Kristijan Jakic,D
CRO19,Croácia 🇭🇷,CRO,19,Toni Fruk,M
CRO20,Croácia 🇭🇷,CRO,20,Igor Matanovic,A
CRO21,Croácia 🇭🇷,CRO,21,Luka Sucic,M
CRO22,Croácia 🇭🇷,CRO,22,Luka Vuskovic,D
CRO23,Croácia 🇭🇷,CRO,23,Dominik Kotarski,G
CRO24,Croácia 🇭🇷,CRO,24,Marco Pasalic,A
CRO25,Croácia 🇭🇷,CRO,25,Martin Erlic,D
CRO26,Croácia 🇭🇷,CRO,26,Petar Musa,A
GAN01,Gana 🇬🇭,GAN,1,Lawrence Ati Zigi,G
GAN02,Gana 🇬🇭,GAN,2,Alidu Seidu,D
GAN03,Gana 🇬🇭,GAN,3,Caleb Yirenkyi,M
GAN04,Gana 🇬🇭,GAN,4,Jonas Adjetey,D
GAN05,Gana 🇬🇭,GAN,5,Thomas Partey,M
GAN06,Gana 🇬🇭,GAN,6,Abdul Mumin,D
GAN07,Gana 🇬🇭,GAN,7,Abdul Fatawu,A
GAN08,Gana 🇬🇭,GAN,8,Kwasi Sibo,M
GAN09,Gana 🇬🇭,GAN,9,Jordan Ayew,A
GAN10,Gana 🇬🇭,GAN,10,Brandon Thomas-Asante,A
GAN11,Gana 🇬🇭,GAN,11,Antoine Semenyo,M
GAN12,Gana 🇬🇭,GAN,12,Joseph Anang,G
GAN13,Gana 🇬🇭,GAN,13,Christopher Bonsu Baah,A
GAN14,Gana 🇬🇭,GAN,14,Gideon Mensah,D
GAN15,Gana 🇬🇭,GAN,15,Elisha Owusu,M
GAN16,Gana 🇬🇭,GAN,16,Benjamin Asare,G
GAN17,Gana 🇬🇭,GAN,17,Baba Rahman,D
GAN18,Gana 🇬🇭,GAN,18,Jerome Opoku,D
GAN19,Gana 🇬🇭,GAN,19,Inaki Williams,A
GAN20,Gana 🇬🇭,GAN,20,Augustine Boakye,M
GAN21,Gana 🇬🇭,GAN,21,Kojo Peprah Oppong,D
GAN22,Gana 🇬🇭,GAN,22,Kamaldeen Sulemana,A
GAN23,Gana 🇬🇭,GAN,23,Derrick Luckassen,D
GAN24,Gana 🇬🇭,GAN,24,Ernest Nuamah,A
GAN25,Gana 🇬🇭,GAN,25,Prince Adu,A
GAN26,Gana 🇬🇭,GAN,26,Marvin Senaya,D
PAN01,Panamá 🇵🇦,PAN,1,Luis Mejia,G
PAN02,Panamá 🇵🇦,PAN,2,Cesar Blackman,D
PAN03,Panamá 🇵🇦,PAN,3,Jose Cordoba,D
PAN04,Panamá 🇵🇦,PAN,4,Fidel Escobar,D
PAN05,Panamá 🇵🇦,PAN,5,Edgardo Farina,D
PAN06,Panamá 🇵🇦,PAN,6,Cristian Martinez,M
PAN07,Panamá 🇵🇦,PAN,7,Jose Luis Rodriguez,M
PAN08,Panamá 🇵🇦,PAN,8,Adalberto Carrasquilla,M
PAN09,Panamá 🇵🇦,PAN,9,Tomas Rodriguez,A
PAN10,Panamá 🇵🇦,PAN,10,Ismael Diaz,M
PAN11,Panamá 🇵🇦,PAN,11,Edgar Yoel Barcenas,M
PAN12,Panamá 🇵🇦,PAN,12,Cesar Samudio,G
PAN13,Panamá 🇵🇦,PAN,13,Jiovany Ramos,D
PAN14,Panamá 🇵🇦,PAN,14,Carlos Harvey,D
PAN15,Panamá 🇵🇦,PAN,15,Eric Davis,D
PAN16,Panamá 🇵🇦,PAN,16,Andres Andrade,D
PAN17,Panamá 🇵🇦,PAN,17,Jose Fajardo,A
PAN18,Panamá 🇵🇦,PAN,18,Cecilio Waterman,A
PAN19,Panamá 🇵🇦,PAN,19,Alberto Quintero,M
PAN20,Panamá 🇵🇦,PAN,20,Anibal Godoy,M
PAN21,Panamá 🇵🇦,PAN,21,Cesar Yanis,M
PAN22,Panamá 🇵🇦,PAN,22,Orlando Mosquera,G
PAN23,Panamá 🇵🇦,PAN,23,Amir Murillo,D
PAN24,Panamá 🇵🇦,PAN,24,Azarias Londono,A
PAN25,Panamá 🇵🇦,PAN,25,Roderick Miller,D
PAN26,Panamá 🇵🇦,PAN,26,Jorge Gutierrez,D
UZB01,Uzbequistão 🇺🇿,UZB,1,Utkir Yusupov,G
UZB02,Uzbequistão 🇺🇿,UZB,2,Abdukodir Khusanov,D
UZB03,Uzbequistão 🇺🇿,UZB,3,Khojiakbar Alijonov,D
UZB04,Uzbequistão 🇺🇿,UZB,4,Farrukh Sayfiev,D
UZB05,Uzbequistão 🇺🇿,UZB,5,Rustam Ashurmatov,D
UZB06,Uzbequistão 🇺🇿,UZB,6,Akmal Mozgovoy,M
UZB07,Uzbequistão 🇺🇿,UZB,7,Otabek Shukurov,M
UZB08,Uzbequistão 🇺🇿,UZB,8,Jamshid Iskanderov,M
UZB09,Uzbequistão 🇺🇿,UZB,9,Odiljon Xamrobekov,M
UZB10,Uzbequistão 🇺🇿,UZB,10,Ruslanbek Jiyanov,M
UZB11,Uzbequistão 🇺🇿,UZB,11,Oston Urunov,M
UZB12,Uzbequistão 🇺🇿,UZB,12,Abduvohid Nematov,G
UZB13,Uzbequistão 🇺🇿,UZB,13,Sherzod Nasrullaev,D
UZB14,Uzbequistão 🇺🇿,UZB,14,Eldor Shomurodov,A
UZB15,Uzbequistão 🇺🇿,UZB,15,Umar Eshmurodov,D
UZB16,Uzbequistão 🇺🇿,UZB,16,Botirali Ergashev,G
UZB17,Uzbequistão 🇺🇿,UZB,17,Dostonbek Khamdamov,M
UZB18,Uzbequistão 🇺🇿,UZB,18,Abdulla Abdullaev,D
UZB19,Uzbequistão 🇺🇿,UZB,19,Azizjon Ganiev,M
UZB20,Uzbequistão 🇺🇿,UZB,20,Azizbek Amonov,A
UZB21,Uzbequistão 🇺🇿,UZB,21,Igor Sergeev,A
UZB22,Uzbequistão 🇺🇿,UZB,22,Abbosbek Fayzullaev,M
UZB23,Uzbequistão 🇺🇿,UZB,23,Sherzod Esanov,M
UZB24,Uzbequistão 🇺🇿,UZB,24,Behruzjon Karimov,D
UZB25,Uzbequistão 🇺🇿,UZB,25,Avazbek Ulmasaliyev,D
UZB26,Uzbequistão 🇺🇿,UZB,26,Jakhongir Urozov,D
COL01,Colômbia 🇨🇴,COL,1,David Ospina,G
COL02,Colômbia 🇨🇴,COL,2,Daniel Munoz,D
COL03,Colômbia 🇨🇴,COL,3,Jhon Lucumi,D
COL04,Colômbia 🇨🇴,COL,4,Santiago Arias,D
COL05,Colômbia 🇨🇴,COL,5,Kevin Castano,M
COL06,Colômbia 🇨🇴,COL,6,Richard Rios,M
COL07,Colômbia 🇨🇴,COL,7,Luis Diaz,A
COL08,Colômbia 🇨🇴,COL,8,Jorge Carrascal,M
COL09,Colômbia 🇨🇴,COL,9,Jhon Cordoba,A
COL10,Colômbia 🇨🇴,COL,10,James Rodríguez,M
COL11,Colômbia 🇨🇴,COL,11,Jhon Arias,M
COL12,Colômbia 🇨🇴,COL,12,Camilo Vargas,G
COL13,Colômbia 🇨🇴,COL,13,Yerry Mina,D
COL14,Colômbia 🇨🇴,COL,14,Gustavo Puerta,D
COL15,Colômbia 🇨🇴,COL,15,Juan Portilla,M
COL16,Colômbia 🇨🇴,COL,16,Jefferson Lerma,M
COL17,Colômbia 🇨🇴,COL,17,Johan Mojica,D
COL18,Colômbia 🇨🇴,COL,18,Willer Ditta,D
COL19,Colômbia 🇨🇴,COL,19,Cucho Hernandez,A
COL20,Colômbia 🇨🇴,COL,20,Juan Quintero,M
COL21,Colômbia 🇨🇴,COL,21,Jaminton Campaz,A
COL22,Colômbia 🇨🇴,COL,22,Deiver Machado,D
COL23,Colômbia 🇨🇴,COL,23,Davinson Sanchez,D
COL24,Colômbia 🇨🇴,COL,24,Alvaro Montero,G
COL25,Colômbia 🇨🇴,COL,25,Luis Suarez,A
COL26,Colômbia 🇨🇴,COL,26,Andres Gomez,A
